cumulative_distance,n_game_road_trip,win?
0,0,0
2319,1,1
3386,2,0
4330,3,0
0,0,0
0,0,0
3546,1,0
4307,2,0
5293,3,0
0,0,1
0,0,1
4029,1,0
4357,2,0
5231,3,0
0,0,1
779,1,0
0,0,0
0,0,1
0,0,0
121,1,1
0,0,0
2883,1,1
3014,2,0
3554,3,0
5045,4,1
0,0,0
0,0,1
2436,1,0
3551,2,0
4092,3,1
4221,4,1
0,0,0
583,1,0
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
583,1,0
0,0,0
583,1,0
2482,2,0
0,0,0
2813,1,0
3651,2,0
4398,3,1
4729,4,1
6578,5,0
7395,6,1
0,0,0
0,0,0
0,0,1
0,0,0
2436,1,0
3826,2,1
4190,3,0
0,0,0
0,0,0
0,0,0
779,1,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
1429,1,0
2241,2,0
0,0,1
121,1,1
3182,2,0
0,0,0
0,0,1
0,0,0
0,0,0
0,0,0
0,0,0
583,1,1
1158,2,0
3189,3,1
4207,4,0
0,0,1
