cumulative_distance,n_game_road_trip,win?
1378,1,1
0,0,0
0,0,1
0,0,1
0,0,0
1079,1,1
0,0,0
1062,1,0
1876,2,0
2021,3,0
4046,4,1
0,0,1
0,0,1
0,0,1
1379,1,0
0,0,0
2356,1,1
4567,2,0
7539,3,1
8318,4,1
0,0,1
1378,1,0
0,0,1
0,0,1
0,0,1
1470,1,0
0,0,0
1621,1,0
0,0,1
0,0,1
1062,1,0
0,0,0
0,0,1
1181,1,1
2979,2,0
0,0,1
0,0,0
1023,1,1
1330,2,0
0,0,1
0,0,0
2048,1,0
3541,2,1
0,0,0
1116,1,0
0,0,1
0,0,1
131,1,1
0,0,1
481,1,0
0,0,1
1186,1,1
1194,2,1
2954,3,0
3285,4,1
0,0,1
0,0,0
693,1,1
0,0,0
0,0,0
406,1,0
0,0,0
0,0,1
720,1,0
0,0,0
0,0,1
898,1,1
1999,2,0
0,0,1
540,1,0
0,0,0
131,1,1
0,0,1
2806,1,0
3366,2,1
3926,3,1
5264,4,0
0,0,1
0,0,0
1180,1,1
0,0,1
1116,1,0
