cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
1152,1,1
1459,2,0
0,0,0
665,1,0
0,0,1
949,1,0
1926,2,1
0,0,1
2827,1,1
5929,2,1
8683,3,0
8683,4,1
10021,5,0
12559,6,1
0,0,0
0,0,1
1293,1,0
0,0,0
382,1,0
0,0,1
0,0,1
0,0,0
131,1,0
0,0,0
0,0,1
0,0,0
947,1,0
2726,2,0
0,0,1
0,0,1
665,1,0
0,0,0
0,0,1
495,1,1
0,0,1
0,0,0
958,1,0
1286,2,0
0,0,1
778,1,1
0,0,0
949,1,0
0,0,1
1589,1,1
0,0,0
0,0,0
0,0,1
1116,1,1
1783,2,0
4371,3,1
4492,4,0
5544,5,0
7605,6,0
0,0,1
0,0,1
0,0,1
495,1,1
0,0,0
0,0,1
0,0,0
382,1,0
1925,2,0
0,0,0
1368,1,0
2529,2,1
0,0,0
958,1,0
0,0,1
702,1,0
0,0,1
0,0,0
131,1,1
0,0,1
0,0,1
1346,1,1
3229,2,0
3359,3,1
3488,4,0
0,0,1
0,0,1
