cumulative_distance,n_game_road_trip,win?
0,0,1.0
944,1,0.0
0,0,1.0
0,0,0.0
1052,1,1.0
3951,2,1.0
0,0,1.0
0,0,0.0
0,0,1.0
0,0,0.0
0,0,1.0
0,0,0.0
1022,1,0.0
0,0,0.0
2061,1,1.0
3187,2,0.0
0,0,0.0
0,0,0.0
2867,1,1.0
3614,2,0.0
4473,3,1.0
4985,4,0.0
0,0,1.0
0,0,0.0
0,0,0.0
0,0,0.0
575,1,0.0
2474,2,0.0
0,0,0.0
0,0,0.0
1052,1,0.0
1173,2,1.0
1952,3,1.0
3284,4,0.0
0,0,1.0
0,0,0.0
0,0,0.0
0,0,1.0
0,0,1.0
2560,1,0.0
3762,2,1.0
4068,3,1.0
0,0,0.0
0,0,0.0
1365,1,1.0
2383,2,0.0
3056,3,1.0
0,0,0.0
2356,1,0.0
3542,2,0.0
4323,3,0.0
0,0,1.0
0,0,0.0
575,1,0.0
0,0,1.0
3041,1,0.0
3743,2,1.0
4444,3,1.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,1.0
0,0,1.0
1621,1,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
