cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
781,1,1
1145,2,0
0,0,1
0,0,1
0,0,0
0,0,0
2579,1,1
2579,2,0
3911,3,1
6866,4,0
8487,5,0
0,0,0
0,0,0
0,0,0
0,0,0
1414,1,0
0,0,0
1018,1,0
0,0,0
1015,1,0
0,0,1
1536,1,0
0,0,0
0,0,0
0,0,0
1229,1,0
0,0,1
0,0,0
2899,1,0
3951,2,0
0,0,1
2031,1,0
2606,2,1
3166,3,0
3287,4,1
3870,5,0
0,0,0
0,0,1
1414,1,0
0,0,1
0,0,1
0,0,1
579,1,0
0,0,1
0,0,0
0,0,0
0,0,1
1079,1,0
1408,2,0
1741,3,0
2926,4,0
0,0,0
679,1,0
0,0,0
0,0,0
1408,1,0
3436,2,0
0,0,0
0,0,0
1101,1,0
2770,2,0
4467,3,0
0,0,0
673,1,0
0,0,0
0,0,0
0,0,1
1538,1,0
1667,2,0
2393,3,0
0,0,0
1129,1,1
0,0,1
187,1,0
3289,2,0
6609,3,0
0,0,0
0,0,1
1129,1,0
2248,2,0
