cumulative_distance,n_game_road_trip,win?
0,0,1
540,1,1
0,0,0
0,0,1
657,1,0
2540,2,0
0,0,0
0,0,0
491,1,1
0,0,0
0,0,1
1796,1,0
2160,2,1
4365,3,1
5221,4,1
0,0,1
145,1,1
0,0,1
0,0,1
577,1,1
0,0,1
895,1,1
0,0,1
495,1,1
0,0,1
184,1,0
0,0,1
0,0,1
0,0,1
0,0,1
491,1,1
1514,2,0
0,0,1
3484,1,0
3605,2,0
6577,3,0
0,0,1
886,1,0
2684,2,1
4795,3,0
5910,4,0
6254,5,0
0,0,0
0,0,1
0,0,0
2025,1,0
0,0,1
0,0,1
145,1,0
0,0,1
0,0,0
1444,1,0
0,0,1
895,1,1
2403,2,1
4809,3,1
0,0,0
1015,1,1
0,0,0
0,0,1
0,0,0
0,0,0
0,0,1
1972,1,1
3310,2,0
3310,3,0
3885,4,1
5506,5,0
8333,6,1
0,0,1
0,0,1
0,0,1
657,1,1
2413,2,0
3469,3,1
0,0,1
0,0,1
0,0,1
0,0,1
577,1,0
707,2,1
0,0,0
