cumulative_distance,n_game_road_trip,win?
579,1,0
0,0,0
2690,1,1
4022,2,0
4801,3,1
0,0,1
0,0,0
0,0,0
711,1,1
2004,2,1
2669,3,1
3013,4,0
0,0,1
0,0,1
0,0,0
1741,1,0
0,0,1
0,0,1
2116,1,1
3168,2,0
0,0,0
656,1,0
3758,2,1
0,0,0
0,0,1
0,0,0
0,0,1
512,1,0
0,0,1
1741,1,0
4141,2,0
5363,3,1
5694,4,1
0,0,1
0,0,0
0,0,0
656,1,1
1791,2,0
0,0,1
579,1,0
0,0,1
1883,1,1
2189,2,1
3697,3,0
0,0,1
0,0,1
1046,1,1
0,0,1
0,0,0
0,0,0
929,1,1
2048,2,0
0,0,0
1754,1,0
1883,2,1
2664,3,1
0,0,1
0,0,1
1470,1,1
0,0,1
817,1,1
1228,2,1
3225,3,1
3808,4,1
0,0,0
0,0,0
0,0,1
817,1,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
512,1,0
0,0,0
1491,1,0
0,0,0
0,0,1
2116,1,1
3168,2,1
3728,3,1
0,0,1
