cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
575,1,0
0,0,1
0,0,1
1621,1,0
5559,2,1
5887,3,1
6215,4,0
8764,5,0
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
575,1,1
0,0,1
0,0,0
0,0,0
2061,1,0
2633,2,1
3015,3,0
4001,4,0
4437,5,1
4978,6,0
0,0,0
0,0,0
1022,1,0
0,0,0
2061,1,1
3451,2,1
5448,3,0
0,0,1
0,0,0
0,0,1
1022,1,1
0,0,0
0,0,1
944,1,0
2237,2,0
0,0,1
0,0,0
0,0,0
1621,1,0
3203,2,1
4673,3,0
5393,4,0
0,0,0
1635,1,0
2416,2,0
0,0,1
0,0,0
0,0,0
575,1,0
0,0,0
0,0,0
1052,1,0
4113,2,0
0,0,0
0,0,0
2116,1,0
2695,2,1
0,0,0
2560,1,0
3537,2,0
5513,3,0
7026,4,0
0,0,0
2211,1,0
0,0,0
0,0,0
2813,1,0
4257,2,0
0,0,0
0,0,0
1635,1,0
4282,2,0
0,0,1
0,0,0
0,0,0
1428,1,1
