cumulative_distance,n_game_road_trip,win?
199,1,0
0,0,0
541,1,0
874,2,1
0,0,0
2087,1,1
2451,2,1
0,0,1
0,0,1
1233,1,1
4205,2,0
4326,3,0
4886,4,1
4886,5,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
436,1,0
0,0,1
0,0,0
0,0,0
577,1,0
2068,2,0
3765,3,1
0,0,0
1070,1,0
0,0,0
0,0,0
541,1,0
1092,2,1
5023,3,0
6605,4,1
7549,5,1
0,0,1
0,0,1
0,0,0
0,0,1
436,1,1
0,0,1
1416,1,0
0,0,1
2426,1,1
3105,2,0
4286,3,0
5472,4,0
0,0,1
406,1,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
1070,1,1
0,0,1
199,1,0
1692,2,0
3450,3,1
0,0,1
1116,1,0
2178,2,1
3234,3,0
4990,4,1
0,0,0
130,1,1
0,0,1
0,0,1
0,0,1
1393,1,1
0,0,1
0,0,1
0,0,1
1073,1,1
1438,2,1
0,0,1
712,1,1
0,0,1
0,0,1
1073,1,1
0,0,1
