cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
565,1,1
0,0,1
0,0,1
0,0,1
693,1,0
0,0,1
3041,1,1
3616,2,1
6370,3,1
9342,4,1
0,0,1
0,0,0
0,0,0
693,1,0
2061,2,1
3650,3,1
4297,4,1
0,0,1
0,0,1
1317,1,1
0,0,1
306,1,1
0,0,0
0,0,1
559,1,0
0,0,0
3499,1,1
4059,2,1
4922,3,0
6504,4,0
0,0,1
0,0,1
541,1,0
2189,2,1
2520,3,0
0,0,1
0,0,1
2320,1,0
4106,2,1
0,0,1
0,0,1
0,0,1
565,1,1
1199,2,0
0,0,1
0,0,1
0,0,1
344,1,0
2194,2,0
2558,3,1
0,0,0
0,0,1
541,1,1
1614,2,1
2816,3,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
333,1,0
0,0,0
1795,1,1
2873,2,1
4631,3,0
0,0,1
333,1,0
0,0,1
1798,1,1
0,0,0
0,0,0
0,0,1
551,1,1
1697,2,1
0,0,1
559,1,1
1413,2,0
0,0,1
1115,1,1
