cumulative_distance,n_game_road_trip,win?
0,0,1
1135,1,0
0,0,1
2754,1,0
3329,2,0
0,0,1
0,0,1
0,0,1
0,0,0
943,1,0
0,0,0
0,0,0
0,0,1
0,0,0
1354,1,0
1362,2,0
2871,3,1
4264,4,0
0,0,1
0,0,1
0,0,1
2754,1,1
0,0,1
0,0,1
857,1,0
0,0,0
830,1,0
961,2,0
2329,3,1
3215,4,0
5011,5,0
5678,6,0
0,0,1
0,0,0
1559,1,0
3086,2,0
0,0,1
0,0,0
1559,1,0
4339,2,0
5832,3,1
6363,4,0
0,0,0
2972,1,1
0,0,0
0,0,1
394,1,0
1357,2,1
1690,3,1
0,0,1
2211,1,1
3576,2,1
4393,3,1
4972,4,1
0,0,1
3102,1,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
2972,1,1
0,0,1
907,1,1
1986,2,1
2565,3,1
0,0,1
0,0,1
0,0,1
0,0,0
860,1,1
1271,2,0
3668,3,1
0,0,0
0,0,1
1135,1,1
0,0,1
0,0,1
2754,1,1
0,0,1
3102,1,0
