cumulative_distance,n_game_road_trip,win?
1621,1,1
4574,2,1
5294,3,0
0,0,1
0,0,0
0,0,1
0,0,0
3102,1,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
0,0,1
779,1,0
0,0,1
2975,1,1
4391,2,0
4520,3,1
4848,4,1
5176,5,1
0,0,0
0,0,0
0,0,0
0,0,0
863,1,0
5039,2,1
5370,3,1
6117,4,1
7630,5,0
0,0,0
0,0,0
1332,1,1
0,0,1
3495,1,0
4444,2,1
4939,3,0
0,0,1
0,0,1
2393,1,1
3060,2,0
3572,3,0
5269,4,0
0,0,1
0,0,1
0,0,1
1582,1,0
0,0,1
2629,1,1
4626,2,1
0,0,1
3398,1,0
4091,2,0
5077,3,0
0,0,1
779,1,1
0,0,0
0,0,1
3102,1,1
5313,2,1
0,0,1
0,0,1
0,0,1
1332,1,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
1332,1,1
0,0,0
0,0,0
2393,1,1
3322,2,1
3901,3,0
0,0,1
0,0,1
2629,1,0
2993,2,0
3298,3,0
4591,4,0
0,0,1
