cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,1
0,0,1
2690,1,0
3202,2,1
0,0,1
1899,1,0
3925,2,0
5318,3,1
0,0,1
1332,1,0
0,0,1
0,0,1
0,0,1
3946,1,1
5148,2,1
6022,3,0
0,0,1
1332,1,1
0,0,1
583,1,1
2902,2,0
3613,3,1
4192,4,0
0,0,0
575,1,1
0,0,0
1936,1,0
2615,2,0
0,0,0
0,0,1
0,0,1
560,1,0
0,0,1
0,0,1
0,0,0
0,0,0
575,1,1
0,0,1
0,0,1
1338,1,0
0,0,0
0,0,0
0,0,0
0,0,0
1936,1,1
2347,2,0
4135,3,1
6055,4,1
0,0,1
0,0,0
0,0,0
3190,1,1
3523,2,0
4470,3,1
5072,4,0
5833,5,1
7639,6,0
0,0,1
2579,1,1
3993,2,0
0,0,1
2754,1,0
5726,2,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
3295,1,1
3946,2,1
5584,3,1
6065,4,0
0,0,1
0,0,1
0,0,0
0,0,0
560,1,0
0,0,1
