cumulative_distance,n_game_road_trip,win?
0,0,1
1536,1,0
0,0,1
1129,1,0
0,0,1
0,0,0
0,0,0
0,0,1
898,1,0
1728,2,1
4482,3,1
6479,4,1
0,0,1
838,1,1
1564,2,1
0,0,0
1408,1,1
0,0,0
1317,1,0
0,0,1
0,0,1
579,1,1
0,0,1
0,0,1
0,0,1
1015,1,0
0,0,1
0,0,0
0,0,0
0,0,0
1004,1,1
0,0,1
1101,1,0
2899,2,0
0,0,1
2813,1,1
3396,2,0
3396,3,0
3956,4,1
0,0,1
679,1,0
1346,2,1
0,0,0
1229,1,0
0,0,1
0,0,0
0,0,1
2975,1,0
6077,2,1
8288,3,1
9232,4,1
10044,5,0
11163,6,1
0,0,1
0,0,1
0,0,0
1538,1,1
0,0,0
1079,1,0
3211,2,1
0,0,1
673,1,0
1037,2,0
0,0,0
0,0,0
0,0,0
0,0,1
778,1,1
1727,2,1
0,0,1
579,1,0
1396,2,0
3793,3,0
3914,4,0
0,0,1
0,0,1
2579,1,0
4515,2,0
0,0,0
0,0,1
0,0,0
0,0,0
