cumulative_distance,n_game_road_trip,win?
651,1,0
0,0,1
774,1,0
0,0,0
1146,1,1
0,0,0
0,0,1
306,1,0
999,2,0
0,0,1
0,0,1
328,1,0
0,0,1
0,0,1
0,0,1
856,1,0
0,0,0
1638,1,1
0,0,1
0,0,1
1760,1,1
0,0,0
4029,1,1
4612,2,1
5187,3,0
6239,4,0
7766,5,0
0,0,1
0,0,1
0,0,0
1202,1,0
1886,2,0
2398,3,0
0,0,0
0,0,0
1180,1,1
1900,2,0
0,0,0
130,1,0
0,0,1
551,1,0
0,0,0
306,1,1
0,0,0
0,0,0
496,1,1
2231,2,0
0,0,1
1202,1,0
2076,2,0
2404,3,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1
2134,1,0
3665,2,0
0,0,1
0,0,0
1513,1,1
2906,2,0
0,0,0
1513,1,1
3231,2,0
3637,3,0
4418,4,0
0,0,1
0,0,0
3941,1,0
6695,2,0
9797,3,0
12567,4,0
0,0,1
0,0,0
1760,1,1
0,0,0
0,0,1
0,0,0
1536,1,0
0,0,0
0,0,1
