cumulative_distance,n_game_road_trip,win?
2026,1,1
0,0,1
0,0,1
1899,1,1
2459,2,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
1466,1,0
0,0,1
0,0,1
0,0,0
1899,1,0
2482,2,0
3911,3,1
0,0,1
2134,1,1
0,0,1
0,0,1
1217,1,1
0,0,0
0,0,1
2393,1,0
5495,2,0
0,0,1
0,0,0
929,1,1
3118,2,1
0,0,1
1976,1,1
3384,2,0
0,0,1
1181,1,0
2243,2,0
3735,3,0
0,0,1
1116,1,1
0,0,1
1119,1,0
3555,2,1
4138,3,0
4698,4,0
7759,5,1
8415,6,1
0,0,1
1531,1,0
3556,2,0
0,0,0
0,0,1
0,0,1
1646,1,0
0,0,1
0,0,0
1853,1,0
0,0,1
0,0,1
0,0,1
0,0,1
2393,1,0
4014,2,0
5442,3,0
0,0,0
0,0,1
0,0,1
2138,1,1
2697,2,1
0,0,1
0,0,0
0,0,1
667,1,0
1031,2,1
2578,3,1
0,0,0
0,0,0
0,0,1
679,1,1
2710,2,0
3654,3,1
4780,4,1
0,0,0
