cumulative_distance,n_game_road_trip,win?
0,0,1
2770,1,0
4102,2,1
0,0,0
0,0,1
0,0,1
1365,1,1
0,0,1
0,0,0
1849,1,0
0,0,1
2347,1,0
3369,2,0
3944,3,0
0,0,1
817,1,0
0,0,0
2097,1,1
2817,2,0
2948,3,1
3520,4,0
0,0,0
0,0,1
1195,1,0
3949,2,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1669,1,1
0,0,1
305,1,0
0,0,1
1293,1,0
2631,2,1
0,0,1
0,0,1
0,0,1
1996,1,1
3000,2,0
0,0,1
679,1,0
0,0,0
411,1,1
1801,2,1
0,0,0
2426,1,0
4180,2,1
0,0,1
0,0,1
0,0,1
0,0,1
2347,1,0
2468,2,0
3331,3,0
6433,4,0
6620,5,1
7937,6,0
8488,7,0
8496,8,0
0,0,1
0,0,1
0,0,1
1421,1,1
0,0,1
411,1,1
0,0,1
0,0,1
0,0,1
0,0,0
305,1,0
2890,2,1
4051,3,0
0,0,1
0,0,0
0,0,1
1293,1,0
3693,2,1
4184,3,1
0,0,1
