cumulative_distance,n_game_road_trip,win?
331,1,1
0,0,0
0,0,0
0,0,1
1994,1,0
3792,2,0
0,0,0
0,0,0
1849,1,0
0,0,0
0,0,1
1493,1,1
1692,2,0
2404,3,0
3408,4,1
0,0,0
0,0,0
2780,1,1
4339,2,1
7441,3,0
0,0,0
977,1,0
1872,2,0
2367,3,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
1078,1,0
0,0,0
1056,1,0
2217,2,0
0,0,0
3189,1,0
4211,2,1
4794,3,0
4794,4,0
5354,5,0
8317,6,0
0,0,1
0,0,1
0,0,1
0,0,1
1756,1,1
2908,2,1
0,0,1
0,0,1
0,0,1
0,0,1
2440,1,1
2921,2,1
4107,3,1
4236,4,0
0,0,0
1559,1,1
2689,2,1
0,0,1
1788,1,0
0,0,1
331,1,0
0,0,1
1758,1,1
0,0,1
0,0,1
1651,1,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
2028,1,0
3014,2,1
3788,3,1
0,0,0
0,0,0
1056,1,1
2003,2,0
2568,3,1
0,0,1
0,0,1
