cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
0,0,1
1332,1,1
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
1936,1,0
2615,2,0
3544,3,0
0,0,0
3295,1,0
3997,2,0
4853,3,0
6055,4,1
9411,5,1
0,0,1
0,0,0
1997,1,0
3387,2,0
0,0,0
0,0,1
0,0,1
3542,1,1
4764,2,0
6257,3,0
8106,4,0
0,0,1
2209,1,1
2990,2,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
0,0,1
560,1,1
681,2,1
0,0,1
0,0,1
0,0,1
2754,1,0
0,0,0
0,0,0
2579,1,1
3158,2,1
0,0,0
0,0,1
0,0,1
3190,1,1
3902,2,0
4031,3,1
4338,4,1
8678,5,0
9730,6,1
10674,7,1
0,0,0
0,0,1
0,0,1
0,0,0
0,0,1
0,0,1
2808,1,1
4326,2,0
4993,3,0
0,0,0
2452,1,0
2933,2,1
3653,3,0
3997,4,1
0,0,1
575,1,1
2196,2,0
0,0,0
0,0,1
2754,1,0
0,0,0
0,0,0
0,0,0
