cumulative_distance,n_game_road_trip,win?
857,1,0.0
0,0,0.0
0,0,1.0
667,1,0.0
0,0,0.0
0,0,1.0
0,0,1.0
679,1,0.0
0,0,1.0
0,0,0.0
1646,1,0.0
0,0,1.0
1899,1,0.0
1899,2,0.0
0,0,0.0
2234,1,1.0
3097,2,0.0
0,0,1.0
929,1,1.0
0,0,0.0
0,0,1.0
2393,1,1.0
5495,2,1.0
8467,3,0.0
9896,4,0.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,0.0
1513,1,1.0
2460,2,1.0
0,0,1.0
679,1,1.0
2704,2,1.0
3281,3,0.0
3410,4,1.0
0,0,1.0
0,0,0.0
1119,1,1.0
0,0,0.0
0,0,0.0
0,0,1.0
667,1,1.0
2033,2,1.0
0,0,1.0
1119,1,1.0
0,0,0.0
2153,1,1.0
3175,2,1.0
0,0,1.0
0,0,1.0
0,0,0.0
0,0,0.0
929,1,1.0
0,0,1.0
0,0,1.0
1116,1,1.0
0,0,1.0
1181,1,0.0
0,0,0.0
1466,1,1.0
2240,2,1.0
2546,3,1.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
