cumulative_distance,n_game_road_trip,win?
1444,1,0.0
0,0,1.0
540,1,0.0
0,0,1.0
184,1,0.0
0,0,0.0
0,0,0.0
491,1,1.0
819,2,1.0
949,3,0.0
0,0,0.0
0,0,0.0
651,1,0.0
2411,2,0.0
4199,3,0.0
0,0,1.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
577,1,0.0
1013,2,0.0
0,0,0.0
2025,1,1.0
3811,2,0.0
4504,3,0.0
0,0,1.0
0,0,1.0
0,0,1.0
886,1,0.0
2692,2,1.0
3807,3,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
145,1,1.0
2005,2,1.0
3343,3,0.0
3343,4,0.0
5922,5,0.0
6700,6,0.0
0,0,0.0
0,0,0.0
0,0,0.0
145,1,1.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1531,1,0.0
0,0,0.0
0,0,1.0
491,1,1.0
1984,2,0.0
0,0,1.0
0,0,1.0
1491,1,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,1.0
0,0,1.0
495,1,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
