cumulative_distance,n_game_road_trip,win?
0,0,1
306,1,1
0,0,1
0,0,1
0,0,1
577,1,1
0,0,0
491,1,1
0,0,1
0,0,1
184,1,0
0,0,1
0,0,1
0,0,1
577,1,1
1693,2,0
0,0,0
495,1,0
1197,2,1
1748,3,1
0,0,1
0,0,1
0,0,1
1015,1,0
0,0,1
540,1,1
0,0,1
0,0,1
0,0,1
145,1,0
0,0,1
702,1,1
0,0,1
0,0,0
657,1,1
4110,2,1
6321,3,0
9423,4,0
10202,5,1
10323,6,0
0,0,1
0,0,0
1491,1,0
0,0,0
0,0,1
0,0,1
1648,1,0
0,0,1
651,1,1
979,2,1
1286,3,1
2932,4,0
0,0,1
1014,1,1
0,0,1
0,0,1
0,0,0
0,0,1
886,1,0
2394,2,1
3371,3,0
0,0,0
145,1,0
1688,2,1
3054,3,0
0,0,1
0,0,1
3295,1,0
3295,2,1
4633,3,0
6817,4,1
0,0,0
2025,1,0
3722,2,0
0,0,1
0,0,1
0,0,1
886,1,1
0,0,0
895,1,0
1872,2,0
0,0,0
