cumulative_distance,n_game_road_trip,win?
0,0,1
500,1,0
1652,2,0
0,0,1
720,1,0
0,0,1
602,1,0
0,0,1
406,1,0
0,0,0
0,0,1
0,0,1
0,0,0
1646,1,1
0,0,0
0,0,0
0,0,1
0,0,1
3484,1,0
4816,2,1
5376,3,0
6428,4,1
7856,5,0
0,0,1
0,0,1
1651,1,0
2729,2,0
4244,3,1
0,0,1
496,1,0
0,0,0
665,1,0
1623,2,0
0,0,1
0,0,1
329,1,1
0,0,1
0,0,1
2132,1,0
0,0,1
3546,1,1
4129,2,0
6883,3,0
0,0,0
1198,1,1
0,0,1
0,0,1
1348,1,1
2857,2,1
0,0,1
0,0,1
0,0,0
307,1,0
0,0,0
0,0,0
184,1,0
0,0,0
0,0,1
1651,1,0
3210,2,1
3515,3,0
4936,4,1
5301,5,0
0,0,1
720,1,0
0,0,1
496,1,0
0,0,1
344,1,0
0,0,1
761,1,0
0,0,0
0,0,1
0,0,0
1079,1,0
2396,2,0
2702,3,0
0,0,1
0,0,1
1348,1,1
2741,2,1
0,0,1
