cumulative_distance,n_game_road_trip,win?
0,0,0.0
0,0,1.0
0,0,1.0
0,0,1.0
1997,1,1.0
2408,2,1.0
4105,3,1.0
0,0,1.0
0,0,0.0
575,1,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
1899,1,1.0
2578,2,1.0
3596,3,1.0
4413,4,1.0
0,0,1.0
0,0,0.0
1338,1,1.0
2897,2,1.0
5999,3,1.0
0,0,1.0
3542,1,1.0
3873,2,1.0
4850,3,1.0
5710,4,0.0
6430,5,0.0
0,0,0.0
0,0,0.0
1332,1,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
1997,1,1.0
2302,2,1.0
0,0,1.0
0,0,0.0
2209,1,1.0
4794,2,0.0
5100,3,1.0
5108,4,1.0
5237,5,0.0
0,0,0.0
583,1,1.0
0,0,1.0
0,0,0.0
560,1,1.0
0,0,1.0
1338,1,1.0
0,0,1.0
0,0,1.0
0,0,1.0
560,1,1.0
3459,2,0.0
4038,3,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
