cumulative_distance,n_game_road_trip,win?
963,1,1.0
0,0,1.0
0,0,0.0
977,1,0.0
0,0,0.0
0,0,1.0
0,0,0.0
0,0,0.0
3495,1,0.0
5077,2,1.0
6021,3,0.0
6596,4,0.0
6596,5,0.0
0,0,0.0
963,1,0.0
0,0,0.0
0,0,0.0
1079,1,0.0
1799,2,0.0
3649,3,0.0
0,0,1.0
0,0,0.0
365,1,1.0
1421,2,0.0
3341,3,0.0
0,0,0.0
0,0,0.0
1202,1,0.0
0,0,0.0
1202,1,0.0
1859,2,0.0
0,0,0.0
949,1,0.0
2538,2,1.0
4336,3,0.0
0,0,1.0
0,0,0.0
0,0,0.0
874,1,0.0
1202,2,0.0
0,0,1.0
1421,1,1.0
0,0,0.0
0,0,0.0
0,0,1.0
1217,1,0.0
0,0,1.0
1185,1,0.0
0,0,1.0
1157,1,0.0
0,0,0.0
1464,1,1.0
3270,2,0.0
0,0,1.0
647,1,0.0
2091,2,0.0
0,0,1.0
0,0,1.0
1073,1,0.0
0,0,0.0
0,0,1.0
0,0,1.0
0,0,0.0
874,1,0.0
2103,2,0.0
0,0,1.0
0,0,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
