cumulative_distance,n_game_road_trip,win?
307,1,0
0,0,1
1186,1,0
0,0,0
0,0,1
0,0,0
0,0,1
8,1,0
3457,2,1
4032,3,0
4032,4,0
5931,5,0
0,0,0
0,0,0
500,1,0
0,0,0
0,0,1
0,0,0
1186,1,0
0,0,0
0,0,1
2550,1,0
2855,2,0
0,0,1
1509,1,0
2902,2,0
3443,3,0
0,0,0
657,1,0
0,0,1
1152,1,0
2110,2,0
0,0,0
500,1,0
0,0,0
0,0,0
0,0,0
0,0,0
559,1,0
0,0,0
0,0,0
1883,1,1
2929,2,0
0,0,0
0,0,0
657,1,0
1671,2,0
4111,3,0
0,0,0
0,0,0
0,0,0
854,1,0
0,0,0
0,0,0
0,0,0
0,0,0
2628,1,0
4155,2,0
4276,3,1
7248,4,0
10350,5,0
13325,6,1
13868,7,0
15025,8,0
0,0,1
0,0,0
8,1,1
0,0,0
0,0,0
0,0,1
0,0,1
328,1,0
1202,2,1
0,0,0
781,1,0
0,0,1
0,0,1
129,1,1
1522,2,0
0,0,1
307,1,0
1675,2,0
