cumulative_distance,n_game_road_trip,win?
0,0,1.0
0,0,0.0
3409,1,0.0
3409,2,0.0
3992,3,1.0
4113,4,1.0
0,0,1.0
0,0,0.0
0,0,0.0
726,1,0.0
0,0,0.0
0,0,1.0
856,1,1.0
1407,2,0.0
1966,3,0.0
2294,4,0.0
0,0,0.0
1056,1,0.0
0,0,1.0
814,1,1.0
1220,2,0.0
0,0,0.0
0,0,1.0
0,0,0.0
0,0,0.0
0,0,1.0
854,1,1.0
2006,2,1.0
2671,3,0.0
0,0,1.0
702,1,0.0
0,0,0.0
1161,1,0.0
0,0,0.0
838,1,0.0
0,0,0.0
702,1,1.0
2350,2,1.0
0,0,0.0
0,0,0.0
656,1,0.0
2867,2,0.0
4488,3,0.0
6070,4,0.0
0,0,0.0
0,0,0.0
0,0,1.0
531,1,0.0
2765,2,0.0
0,0,0.0
1492,1,0.0
0,0,0.0
814,1,1.0
1688,2,1.0
2260,3,1.0
0,0,0.0
602,1,0.0
0,0,1.0
947,1,1.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,1.0
365,1,0.0
1342,2,1.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
