cumulative_distance,n_game_road_trip,win?
0,0,1.0
560,1,1.0
1612,2,0.0
0,0,1.0
2754,1,0.0
0,0,1.0
0,0,1.0
0,0,0.0
0,0,1.0
0,0,1.0
2209,1,0.0
2721,2,0.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
1997,1,1.0
2670,2,1.0
3688,3,0.0
0,0,1.0
0,0,1.0
2806,1,0.0
3829,2,1.0
4136,3,1.0
4480,4,1.0
5595,5,1.0
6167,6,0.0
0,0,1.0
0,0,0.0
1936,1,1.0
2615,2,0.0
0,0,1.0
0,0,0.0
583,1,1.0
0,0,1.0
0,0,0.0
0,0,1.0
0,0,1.0
1338,1,0.0
0,0,1.0
0,0,1.0
2690,1,1.0
3401,2,1.0
4558,3,0.0
5535,4,1.0
5866,5,1.0
0,0,0.0
0,0,1.0
0,0,1.0
0,0,1.0
2452,1,0.0
3466,2,1.0
4043,3,0.0
4479,4,0.0
0,0,0.0
0,0,1.0
575,1,1.0
0,0,1.0
0,0,1.0
1899,1,1.0
2566,2,1.0
0,0,0.0
560,1,1.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
