cumulative_distance,n_game_road_trip,win?
1022,1,1
0,0,0
0,0,1
3356,1,0
4333,2,0
4664,3,0
6382,4,0
7075,5,1
0,0,1
0,0,0
779,1,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,0
4035,1,1
4363,2,0
4997,3,0
5303,4,0
7508,5,1
0,0,0
2972,1,0
0,0,1
2588,1,0
3369,2,1
4042,3,0
0,0,1
2972,1,1
4107,2,1
0,0,1
779,1,0
0,0,0
1429,1,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
0,0,0
2813,1,0
3591,2,0
3973,3,1
4118,4,1
4302,5,0
4904,6,1
5630,7,0
7789,8,0
0,0,0
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
583,1,1
1143,2,0
0,0,1
0,0,0
0,0,0
0,0,0
0,0,0
1429,1,0
2722,2,0
0,0,0
0,0,0
0,0,1
1022,1,1
2376,2,0
3055,3,0
0,0,0
121,1,0
681,2,1
0,0,1
0,0,0
3030,1,0
4727,2,1
0,0,1
583,1,0
0,0,0
0,0,1
583,1,0
