cumulative_distance,n_game_road_trip,win?
1062,1,1
0,0,1
0,0,1
0,0,1
481,1,1
0,0,1
0,0,1
1378,1,0
0,0,1
2764,1,0
3627,2,1
4187,3,0
5525,4,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1062,1,0
0,0,1
1180,1,0
0,0,1
0,0,0
693,1,1
0,0,1
720,1,0
904,2,1
1049,3,1
0,0,1
1378,1,1
3406,2,0
5166,3,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
1621,1,1
3585,2,0
4459,3,1
0,0,1
898,1,1
1999,2,1
0,0,1
0,0,1
1181,1,0
2647,2,1
2980,3,1
3545,4,1
3873,5,1
0,0,1
1379,1,1
0,0,0
131,1,1
796,2,1
0,0,1
0,0,1
131,1,1
3014,2,1
3597,3,1
6351,4,0
8562,5,0
0,0,1
0,0,1
1786,1,0
2603,2,1
3681,3,1
0,0,0
0,0,1
540,1,0
0,0,1
0,0,1
0,0,1
0,0,1
1079,1,0
2281,2,1
2410,3,1
0,0,0
0,0,1
0,0,0
