cumulative_distance,n_game_road_trip,win?
2209,1,0
4206,2,1
0,0,1
1796,1,0
2447,2,1
3649,3,0
4523,4,1
6757,5,1
0,0,0
0,0,1
667,1,0
0,0,1
0,0,1
1782,1,1
0,0,0
2588,1,1
3367,2,1
6469,3,0
9530,4,1
11057,5,1
0,0,1
0,0,1
667,1,1
0,0,1
0,0,1
0,0,1
0,0,1
1705,1,1
0,0,0
1635,1,1
3666,2,0
0,0,1
364,1,1
0,0,1
0,0,1
0,0,1
0,0,1
1366,1,1
3058,2,1
0,0,1
1705,1,0
0,0,0
2286,1,1
4042,2,0
0,0,1
0,0,0
781,1,1
1679,2,0
3057,3,0
3493,4,1
3899,5,0
0,0,1
0,0,0
0,0,1
0,0,1
1492,1,1
0,0,1
0,0,0
512,1,1
0,0,1
0,0,0
2209,1,1
0,0,1
305,1,0
0,0,0
1518,1,1
0,0,1
0,0,1
512,1,0
2253,2,1
0,0,1
0,0,1
0,0,1
0,0,0
2955,1,0
3818,2,0
4870,3,1
0,0,1
0,0,0
2588,1,1
3171,2,0
0,0,1
