cumulative_distance,n_game_road_trip,win?
0,0,1.0
693,1,0.0
2061,2,1.0
0,0,1.0
0,0,1.0
693,1,0.0
0,0,1.0
1795,1,1.0
4485,2,1.0
4485,3,0.0
5817,4,1.0
8446,5,0.0
0,0,1.0
0,0,1.0
1185,1,1.0
0,0,1.0
0,0,1.0
1692,1,1.0
0,0,1.0
0,0,0.0
0,0,0.0
541,1,0.0
1611,2,1.0
0,0,0.0
0,0,1.0
0,0,1.0
333,1,1.0
0,0,1.0
0,0,1.0
344,1,0.0
0,0,0.0
693,1,1.0
0,0,0.0
0,0,1.0
1994,1,0.0
3750,2,1.0
0,0,0.0
947,1,1.0
0,0,0.0
1798,1,1.0
0,0,1.0
1115,1,1.0
2579,2,1.0
0,0,1.0
551,1,1.0
3100,2,1.0
0,0,1.0
306,1,1.0
451,2,1.0
0,0,1.0
0,0,1.0
344,1,1.0
0,0,1.0
0,0,1.0
559,1,0.0
0,0,1.0
0,0,1.0
0,0,0.0
0,0,0.0
2164,1,0.0
3108,2,1.0
4160,3,1.0
4281,4,1.0
7253,5,1.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
