cumulative_distance,n_game_road_trip,win?
814,1,0
0,0,1
1062,1,0
0,0,1
0,0,0
0,0,1
838,1,1
0,0,1
1779,1,0
3571,2,0
5209,3,0
5515,4,0
0,0,0
947,1,0
0,0,1
0,0,1
0,0,1
702,1,0
0,0,0
947,1,0
2941,2,0
0,0,1
0,0,0
0,0,0
0,0,0
1513,1,1
2180,2,0
0,0,0
0,0,0
0,0,1
0,0,0
1062,1,0
0,0,1
0,0,0
3702,1,1
4262,2,0
4845,3,1
5428,4,1
0,0,0
0,0,1
0,0,0
814,1,1
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
1056,1,0
2707,2,0
3567,3,1
0,0,1
2867,1,1
3811,2,0
5393,3,0
8495,4,0
0,0,0
747,1,1
0,0,1
531,1,1
0,0,1
0,0,1
1161,1,0
1597,2,0
2138,3,0
0,0,0
0,0,0
0,0,1
1046,1,0
1730,2,1
2932,3,0
3062,4,0
3191,5,1
0,0,1
1493,1,1
0,0,1
0,0,0
531,1,0
0,0,0
947,1,0
2536,2,1
0,0,0
602,1,1
