cumulative_distance,n_game_road_trip,win?
0,0,0
1543,1,0
1688,2,0
2265,3,1
0,0,1
0,0,1
1589,1,0
0,0,0
0,0,0
1705,1,1
3351,2,0
0,0,1
0,0,1
1718,1,0
0,0,0
0,0,0
0,0,0
1669,1,1
2687,2,0
4103,3,1
4815,4,1
5451,5,1
0,0,0
747,1,0
0,0,0
647,1,1
0,0,0
0,0,1
0,0,0
331,1,1
2091,2,0
0,0,1
0,0,1
0,0,0
1348,1,0
1844,2,1
0,0,0
0,0,0
3542,1,0
3542,2,0
4874,3,1
7976,4,0
9535,5,0
11276,6,0
0,0,1
0,0,0
0,0,0
1798,1,0
2491,2,1
3606,3,0
0,0,0
0,0,1
647,1,0
1777,2,0
0,0,0
1547,1,0
3335,2,1
0,0,0
0,0,0
0,0,1
0,0,0
0,0,1
1222,1,0
0,0,0
0,0,1
747,1,0
0,0,0
3853,1,0
3974,2,0
5026,3,1
0,0,1
0,0,0
0,0,1
1692,1,0
0,0,0
1798,1,0
2105,2,0
2762,3,0
0,0,1
0,0,0
1589,1,0
0,0,1
