cumulative_distance,n_game_road_trip,win?
1408,1,0.0
0,0,0.0
0,0,1.0
2579,1,0.0
0,0,0.0
0,0,0.0
0,0,1.0
1101,1,0.0
0,0,0.0
1018,1,1.0
2797,2,1.0
0,0,1.0
0,0,0.0
0,0,0.0
0,0,0.0
1079,1,0.0
0,0,0.0
0,0,0.0
1129,1,1.0
0,0,0.0
778,1,0.0
1479,2,0.0
4540,3,1.0
5592,4,1.0
0,0,0.0
0,0,1.0
0,0,1.0
679,1,0.0
2210,2,0.0
0,0,1.0
0,0,0.0
679,1,1.0
1491,2,0.0
0,0,1.0
2813,1,0.0
3396,2,1.0
3971,3,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,0.0
1828,1,0.0
2814,2,1.0
0,0,1.0
0,0,1.0
1536,1,1.0
3419,2,0.0
0,0,1.0
673,1,1.0
2760,2,0.0
2959,3,1.0
0,0,1.0
2813,1,0.0
3396,2,0.0
3396,3,0.0
5605,4,0.0
0,0,0.0
0,0,1.0
543,1,1.0
1745,2,1.0
3953,3,0.0
0,0,1.0
0,0,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
