cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
0,0,0
726,1,0
0,0,0
0,0,0
406,1,0
0,0,1
1073,1,0
2203,2,0
0,0,1
1585,1,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
541,1,0
0,0,0
0,0,0
0,0,0
1416,1,0
1995,2,1
3510,3,1
0,0,0
0,0,0
0,0,1
0,0,0
3349,1,0
4371,2,0
7343,3,0
8902,4,1
0,0,1
436,1,0
743,2,1
0,0,1
0,0,1
199,1,0
1222,2,1
0,0,1
0,0,1
1073,1,0
0,0,1
1116,1,1
0,0,0
1070,1,0
0,0,1
2087,1,0
2498,2,0
4347,3,0
6210,4,0
0,0,0
1393,1,1
0,0,1
726,1,1
1887,2,0
0,0,1
130,1,0
0,0,0
1648,1,0
0,0,1
0,0,0
0,0,0
3877,1,0
5209,2,0
5209,3,1
5769,4,0
0,0,1
0,0,1
1393,1,0
3098,2,0
4214,3,1
4879,4,0
5379,5,1
0,0,0
577,1,0
883,2,0
0,0,0
0,0,0
0,0,0
0,0,0
130,1,0
