cumulative_distance,n_game_road_trip,win?
500,1,0
0,0,1
0,0,1
1509,1,0
0,0,1
8,1,0
0,0,0
0,0,0
3946,1,0
4521,2,1
5465,3,0
7047,4,1
10149,5,0
0,0,0
0,0,1
0,0,0
657,1,0
0,0,0
1538,1,1
2319,2,0
2683,3,1
0,0,0
1202,1,1
0,0,1
0,0,0
0,0,1
0,0,0
559,1,0
0,0,0
0,0,0
0,0,1
500,1,0
2597,2,0
3414,3,0
4492,4,1
6520,5,0
0,0,1
0,0,1
0,0,0
0,0,0
0,0,0
1202,1,1
2076,2,0
0,0,0
0,0,0
0,0,1
781,1,1
2247,2,0
3428,3,0
3909,4,0
5547,5,0
0,0,1
0,0,0
0,0,0
0,0,0
781,1,0
0,0,0
0,0,0
0,0,0
854,1,0
0,0,1
657,1,0
4035,2,0
4618,3,0
5178,4,0
8880,5,1
0,0,0
0,0,0
129,1,0
0,0,1
0,0,1
0,0,0
559,1,0
0,0,0
1509,1,1
1840,2,1
0,0,0
129,1,0
1245,2,1
1376,3,1
0,0,1
307,1,0
