cumulative_distance,n_game_road_trip,win?
0,0,0.0
2234,1,0.0
3163,2,1.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,1.0
2647,1,0.0
4352,2,0.0
5471,3,0.0
0,0,0.0
560,1,0.0
0,0,0.0
3098,1,0.0
3677,2,1.0
4350,3,0.0
5210,4,0.0
0,0,0.0
0,0,1.0
4176,1,0.0
4507,2,0.0
5154,3,0.0
5519,4,0.0
6466,5,1.0
0,0,0.0
0,0,0.0
3061,1,0.0
0,0,0.0
863,1,0.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,0.0
2397,1,0.0
4189,2,0.0
0,0,0.0
121,1,0.0
0,0,0.0
560,1,0.0
3139,2,0.0
0,0,0.0
0,0,0.0
0,0,1.0
863,1,0.0
0,0,0.0
0,0,0.0
4056,1,0.0
4492,2,0.0
5378,3,1.0
5869,4,1.0
6197,5,0.0
0,0,0.0
0,0,0.0
1052,1,0.0
0,0,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1052,1,1.0
0,0,0.0
1527,1,1.0
0,0,0.0
0,0,1.0
0,0,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
