cumulative_distance,n_game_road_trip,win?
0,0,1
720,1,0
0,0,1
1198,1,0
2990,2,1
5015,3,1
0,0,0
496,1,1
1642,2,1
0,0,1
0,0,0
0,0,0
1651,1,1
3210,2,0
0,0,1
0,0,1
0,0,1
602,1,0
0,0,0
907,1,1
3118,2,1
3693,3,0
4276,4,0
0,0,1
1348,1,1
0,0,1
0,0,1
0,0,1
406,1,1
0,0,1
0,0,0
344,1,0
903,2,1
0,0,1
860,1,1
0,0,1
0,0,1
665,1,1
1367,2,0
1673,3,1
2559,4,0
2865,5,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
1079,1,0
0,0,0
307,1,0
1529,2,0
1860,3,1
2938,4,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
307,1,1
943,2,0
2550,3,0
0,0,1
0,0,0
0,0,1
720,1,0
1836,2,0
0,0,1
0,0,1
2132,1,0
3714,2,0
5046,3,0
5606,4,0
0,0,1
1646,1,0
4052,2,0
0,0,0
0,0,1
329,1,1
0,0,0
0,0,0
860,1,1
