cumulative_distance,n_game_road_trip,win?
0,0,0
1354,1,0
0,0,0
575,1,0
0,0,1
2116,1,1
4806,2,0
6138,3,0
0,0,1
0,0,0
1052,1,0
2579,2,0
4711,3,1
5117,4,0
5316,5,0
6538,6,1
0,0,0
0,0,0
0,0,1
1052,1,0
4113,2,0
0,0,0
575,1,1
0,0,0
0,0,1
0,0,0
1354,1,0
2473,2,0
0,0,0
0,0,1
1635,1,0
1940,2,0
0,0,1
2211,1,0
4965,2,0
0,0,1
1428,1,1
0,0,0
0,0,0
0,0,1
0,0,0
2813,1,0
3464,2,1
4015,3,1
0,0,0
944,1,0
0,0,0
0,0,0
0,0,0
1022,1,1
0,0,0
2116,1,0
2695,2,0
0,0,1
1635,1,0
0,0,0
0,0,1
2340,1,0
2471,2,0
3369,3,0
0,0,1
0,0,1
0,0,1
0,0,0
0,0,0
1428,1,1
0,0,0
0,0,0
0,0,0
2720,1,0
4583,2,0
6339,3,0
6646,4,0
7807,5,0
8172,6,0
0,0,0
1621,1,0
0,0,0
0,0,0
0,0,1
0,0,1
1022,1,0
