cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,1
0,0,0
4070,1,1
4401,2,0
6052,3,1
7902,4,1
0,0,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1332,1,0
3784,2,0
5286,3,1
5614,4,1
6794,5,0
9757,6,0
0,0,0
0,0,1
0,0,0
2770,1,0
3181,2,0
0,0,1
0,0,1
2955,1,0
3736,2,0
0,0,1
1332,1,1
0,0,1
0,0,0
0,0,1
3102,1,0
6163,2,1
0,0,0
0,0,1
779,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1582,1,0
3011,2,0
0,0,1
0,0,1
3102,1,1
3959,2,0
5313,3,1
0,0,1
0,0,1
0,0,0
0,0,1
2629,1,0
2934,2,0
0,0,1
3938,1,1
4067,2,1
4644,3,1
5530,4,1
6223,5,0
7170,6,1
8008,7,0
0,0,0
0,0,1
1332,1,1
4022,2,1
4839,3,0
0,0,1
0,0,1
0,0,1
0,0,1
2827,1,1
3776,2,1
4739,3,0
5613,4,1
0,0,1
1582,1,0
0,0,1
1332,1,1
0,0,1
