cumulative_distance,n_game_road_trip,win?
0,0,0
0,0,0
817,1,0
0,0,0
579,1,0
0,0,0
3098,1,0
3219,2,0
6073,3,1
0,0,0
0,0,1
859,1,0
0,0,1
0,0,1
684,1,1
0,0,1
3320,1,0
5949,2,0
0,0,1
0,0,0
929,1,0
0,0,0
0,0,0
2690,1,0
3265,2,1
0,0,0
0,0,1
512,1,0
817,2,0
3243,3,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
1491,1,0
0,0,0
2189,1,0
2495,2,1
2503,3,1
3655,4,0
4320,5,0
0,0,1
0,0,0
0,0,1
0,0,0
0,0,1
0,0,0
1795,1,0
2128,2,0
2764,3,0
0,0,1
0,0,0
1697,1,1
4133,2,0
5155,3,1
7186,4,1
0,0,0
711,1,0
1016,2,0
0,0,1
0,0,0
2690,1,1
5444,2,0
0,0,0
1046,1,1
0,0,1
1078,1,0
0,0,1
0,0,1
0,0,1
512,1,0
1927,2,1
3486,3,0
0,0,1
0,0,1
0,0,0
0,0,0
1741,1,0
3268,2,0
3828,3,0
5160,4,1
