cumulative_distance,n_game_road_trip,win?
0,0,1
2754,1,0
3611,2,0
5257,3,0
6117,4,1
0,0,1
0,0,1
0,0,0
583,1,1
3613,2,1
5310,3,0
0,0,1
0,0,0
0,0,0
0,0,1
560,1,0
0,0,0
0,0,1
2690,1,0
4036,2,1
4738,3,0
6055,4,0
0,0,0
2209,1,0
0,0,0
0,0,0
583,1,0
4618,2,0
4747,3,1
5324,4,0
6026,5,0
7082,6,0
7413,7,0
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
1332,1,0
0,0,1
0,0,1
0,0,0
1936,1,0
0,0,0
0,0,0
0,0,0
0,0,1
1997,1,0
4626,2,0
7728,3,0
0,0,1
3698,1,0
4332,2,0
4638,3,1
5412,4,0
5818,5,1
0,0,0
575,1,0
1929,2,0
0,0,0
0,0,0
0,0,0
0,0,0
1997,1,0
3425,2,1
0,0,0
1338,1,0
2753,2,0
0,0,0
0,0,0
0,0,0
0,0,1
0,0,0
0,0,0
2452,1,0
0,0,0
0,0,1
1936,1,1
0,0,1
0,0,1
0,0,1
560,1,0
