cumulative_distance,n_game_road_trip,win?
333,1,0
0,0,1
0,0,1
0,0,1
781,1,0
0,0,1
3190,1,0
3765,2,0
5130,3,0
6423,4,1
0,0,1
774,1,0
1425,2,0
0,0,0
0,0,0
0,0,1
0,0,1
1466,1,0
2979,2,1
4140,3,1
5648,4,1
0,0,0
0,0,1
814,1,0
2327,2,1
0,0,0
1607,1,1
3509,2,0
0,0,0
382,1,0
0,0,0
0,0,0
0,0,1
0,0,0
963,1,0
1940,2,1
0,0,0
0,0,1
3166,1,1
3945,2,0
4066,3,0
7127,4,0
9881,5,1
0,0,1
0,0,1
0,0,0
1863,1,0
3891,2,0
0,0,1
0,0,1
329,1,0
0,0,1
0,0,1
0,0,0
333,1,1
1026,2,0
0,0,1
0,0,1
0,0,0
0,0,1
1515,1,0
3269,2,1
0,0,1
329,1,0
0,0,1
0,0,1
145,1,0
0,0,0
0,0,0
0,0,1
781,1,0
1933,2,0
3522,3,0
5035,4,0
0,0,0
0,0,1
406,1,0
0,0,0
1782,1,1
2563,2,1
0,0,0
1543,1,0
