cumulative_distance,n_game_road_trip,win?
0,0,1.0
711,1,1.0
0,0,0.0
1067,1,1.0
0,0,0.0
1648,1,1.0
0,0,1.0
0,0,0.0
673,1,1.0
2501,2,0.0
2807,3,0.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
364,1,1.0
0,0,0.0
1428,1,1.0
2003,2,1.0
4693,3,1.0
0,0,1.0
0,0,1.0
0,0,0.0
1607,1,1.0
0,0,0.0
1379,1,1.0
0,0,0.0
2087,1,1.0
2628,2,0.0
0,0,1.0
2388,1,1.0
2948,2,0.0
4847,3,0.0
0,0,1.0
0,0,0.0
0,0,1.0
0,0,0.0
0,0,0.0
0,0,1.0
2388,1,1.0
2509,2,1.0
0,0,1.0
0,0,0.0
2629,1,1.0
5731,2,0.0
6588,3,1.0
0,0,0.0
364,1,0.0
0,0,1.0
1735,1,1.0
0,0,0.0
1902,1,0.0
2433,2,1.0
0,0,0.0
0,0,1.0
1547,1,1.0
2194,2,0.0
0,0,1.0
411,1,1.0
2260,2,0.0
4700,3,1.0
5272,4,0.0
0,0,1.0
0,0,1.0
0,0,0.0
411,1,0.0
0,0,1.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
