cumulative_distance,n_game_road_trip,win?
1795,1,0.0
0,0,0.0
512,1,0.0
0,0,0.0
0,0,1.0
929,1,0.0
3067,2,0.0
0,0,0.0
1046,1,1.0
0,0,0.0
0,0,1.0
1078,1,0.0
0,0,1.0
0,0,1.0
2116,1,1.0
4327,2,0.0
7081,3,0.0
0,0,0.0
929,1,0.0
0,0,0.0
0,0,0.0
0,0,0.0
711,1,0.0
0,0,0.0
1470,1,0.0
2586,2,0.0
0,0,0.0
0,0,0.0
1697,1,1.0
4245,2,0.0
5108,3,1.0
6690,4,1.0
0,0,1.0
0,0,1.0
2690,1,0.0
3273,2,1.0
0,0,0.0
0,0,1.0
1883,1,1.0
2189,2,0.0
3175,3,1.0
0,0,1.0
0,0,0.0
579,1,1.0
0,0,0.0
0,0,0.0
0,0,1.0
1491,1,1.0
0,0,1.0
512,1,0.0
0,0,0.0
1346,1,1.0
2011,2,1.0
0,0,1.0
0,0,0.0
3320,1,1.0
4183,2,1.0
4743,3,0.0
0,0,1.0
0,0,0.0
0,0,0.0
711,1,0.0
0,0,1.0
1697,1,1.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
