cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
1582,1,1
0,0,0
1621,1,0
3049,2,1
3722,3,1
0,0,1
1332,1,0
0,0,1
0,0,1
0,0,0
2955,1,0
3467,2,0
5350,3,1
5358,4,0
6009,5,0
0,0,1
0,0,0
0,0,1
0,0,1
2827,1,1
2958,2,0
3856,3,0
4935,4,0
8382,5,0
0,0,1
1582,1,0
3109,2,0
3230,3,0
0,0,0
0,0,0
0,0,0
0,0,1
2770,1,0
4562,2,1
7110,3,0
0,0,1
0,0,0
1332,1,1
0,0,1
0,0,0
3784,1,0
4315,2,0
5041,3,0
5477,4,1
0,0,1
0,0,1
0,0,0
0,0,1
0,0,0
2393,1,0
2698,2,1
0,0,0
0,0,0
3102,1,0
4108,2,1
5800,3,0
6133,4,0
0,0,1
0,0,1
2393,1,1
0,0,1
0,0,0
1621,1,1
3737,2,0
4554,3,1
5975,4,1
6952,5,1
0,0,0
0,0,1
0,0,1
1332,1,1
0,0,1
0,0,1
0,0,1
2293,1,0
3428,2,0
0,0,1
0,0,1
0,0,1
0,0,0
