cumulative_distance,n_game_road_trip,win?
1621,1,1.0
0,0,0.0
0,0,1.0
1378,1,0.0
3176,2,1.0
0,0,1.0
481,1,1.0
2933,2,1.0
5687,3,0.0
6544,4,1.0
0,0,1.0
720,1,1.0
1385,2,1.0
2334,3,1.0
0,0,1.0
0,0,1.0
0,0,1.0
0,0,1.0
540,1,1.0
0,0,1.0
0,0,1.0
406,1,1.0
0,0,1.0
0,0,1.0
0,0,1.0
898,1,1.0
0,0,1.0
0,0,0.0
0,0,1.0
1180,1,1.0
0,0,1.0
1116,1,0.0
2189,2,1.0
0,0,1.0
131,1,1.0
0,0,1.0
0,0,1.0
1786,1,0.0
4183,2,1.0
4304,3,1.0
5083,4,1.0
0,0,1.0
0,0,1.0
1186,1,1.0
0,0,1.0
1062,1,1.0
0,0,1.0
0,0,0.0
0,0,1.0
1470,1,1.0
0,0,1.0
1718,1,1.0
0,0,1.0
720,1,0.0
1049,2,1.0
0,0,1.0
1023,1,1.0
1588,2,1.0
0,0,1.0
1062,1,1.0
2118,2,0.0
0,0,1.0
2806,1,0.0
3381,2,0.0
4325,3,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
